(embryonic) hindbrain flexure	UBERON:0005820
Caudal postcentral area	UBERON:0013533
Cavernous branch of cavernous part of internal carotid artery	UBERON:0000457
Cecal mucosa	UBERON:0000314
Ciaccio's gland	UBERON:0013224
Clarke's column	UBERON:0002246
Clarke's nucleus	UBERON:0002246
Claudius fossa	UBERON:0016883
Cleavage:2-cell	UBERON:0007232
Cleavage:4-cell	UBERON:0007233
Cleavage:8-cell	UBERON:0007236
Cloquet's canal	UBERON:0006010
Colles' fascia	UBERON:0013705
Colon epithelium	UBERON:0000397
Commissura anterior cerebri	UBERON:0000935
Cooper's ligament (groin)	UBERON:0006205
Corti's ganglion	UBERON:0000395
Cowper's gland	UBERON:0002366
Cowper's glands	UBERON:0002366
CrDI	UBERON:2001059
Cranio-facial skeleton	UBERON:0010325
Crista temporalis (Mandibulae)	UBERON:0004661
Crsita ventrolateralis, Processus inferolateralis	UBERON:0018368
CtA	UBERON:2005020
DA	UBERON:0005805
DA-PCV joint	UBERON:0018549
DAO	UBERON:0007249
DCV	UBERON:2005030
DEL	UBERON:2000711
DEL cells	UBERON:2000711
DFCs	UBERON:2000023
DG granule cell layer	UBERON:0005381
DIJ joint	UBERON:0009768
DIP joint	UBERON:0009768
DLAV	UBERON:2005025
DLP	UBERON:0003105
DLV	UBERON:2005031
DMZ	UBERON:3010449
DSIL	UBERON:0014509
DT1	UBERON:3010393
DVDT	UBERON:2001322
Darkshevich nucleus	UBERON:0002044
Darkshevich nucleus	UBERON:0002711
Darkshevich's nucleus	UBERON:0002044
Darkshevich's nucleus	UBERON:0002711
Deiter's nucleus	UBERON:0007230
Deiters' nucleus	UBERON:0007230
Descemet membrane	UBERON:0004367
Descemet's membrane	UBERON:0004367
Descemet's posterior elastic lamina	UBERON:0004367
Diagonal band horizontal limb	UBERON:0006123
Disse's space	UBERON:0006729
Doudenal mucosa	UBERON:0000320
Douglas' pouch	UBERON:0007111
Duodenal mucous membrane	UBERON:0000320
Duvernoy's gland	UBERON:0010048
E-YSL	UBERON:2000309
ECM	UBERON:4000022
ECU muscle	UBERON:0001526
EFA	UBERON:2005018
EG	UBERON:2002106
ELA	UBERON:2005019
ELL	UBERON:2002105
EVL	UBERON:0007383
Edinger-Westphal nucleus	UBERON:0002141
Ehrenritter's ganglion	UBERON:0005361
Eimer's organ	UBERON:0011255
Eleventh dorsal vertebra	UBERON:0004635
Embryonic endoderm	UBERON:0005439
Endomysium of cardiac muscle cell	UBERON:0011897
Entire body of sphenoid bone	UBERON:0009639
Epididymis epithelium	UBERON:0004544
Facial nerve [VII]	UBERON:0001647
Ferrein's pyramid	UBERON:0009883
Fibrocollagenous sheath of cardiac muscle cell	UBERON:0011897
Fifth dorsal vertebra	UBERON:0004630
First dorsal vertebra	UBERON:0004626
First sacral segment	UBERON:0004622
First segment of sacrum	UBERON:0004622
Foramen petrosum	UBERON:0018424
Fourth dorsal vertebra	UBERON:0004629
Fourth sacral segment	UBERON:0004625
Fourth segment of sacrum	UBERON:0004625
GCL layer	UBERON:0001792
GV	UBERON:3010305
Gasserian ganglion	UBERON:0001675
Gemminger's ossicle	UBERON:0010308
Gerlach's tonsil	UBERON:0003949
Gerlach's tubal tonsil	UBERON:0003949
Goll's nucleus	UBERON:0002161
Goll's tract	UBERON:0002653
Graafian follicle	UBERON:0000037
Granular cingulate area	UBERON:0013554
Granular frontal area	UBERON:0013540
Gratiolet's radiation	UBERON:0022264
Grueneberg ganglion	UBERON:0013208
Grüneberg ganglion	UBERON:0013208
Gudden commissure	UBERON:0002676
Gudden tract	UBERON:0006698
Gudden's commissure	UBERON:0002676
Guerin's valve	UBERON:0012295
Guérin's fold	UBERON:0012295
Guérin's valve	UBERON:0012295
Guérin's valvule	UBERON:0012295
HA	UBERON:2000673
HPS	UBERON:0004146
HSC	UBERON:3010323
HVC (avian brain region)	UBERON:0035785
Hadjikhani et al. (1998) visuotopic partition scheme region	UBERON:0026765
Haller tunica vascula	UBERON:0011892
Haller's layer	UBERON:0013399
Haller's rete	UBERON:0003959
Haller's tripus	UBERON:0006637
Hardarian gland	UBERON:0004187
Harder's gland	UBERON:0004187
Harderian gland	UBERON:0004187
Harderian gland	UBERON:0015153
Harderian gland duct	UBERON:0015151
Harderian gland epithelium	UBERON:0004694
Harderian gland fluid	UBERON:0022282
Harderian gland secretion	UBERON:0022282
Harvey's ligament	UBERON:0007642
Hassall's corpuscle	UBERON:0003987
Hatschek's diverticulum	UBERON:0009867
Hatschek's left diverticulum	UBERON:0009868
Hatschek's nephridium	UBERON:0009866
Hatschek's pit	UBERON:0009865
Hatschek's right diverticulum	UBERON:0009869
Heister's valve	UBERON:0010017
Held's bundle	UBERON:0002949
Helicoprion tooth whorl	UBERON:0014684
Henke's space	UBERON:0035619
Henle loop	UBERON:0001288
Henle loop of inner medulla of kidney	UBERON:0003455
Henle loop of inner renal medulla	UBERON:0003455
Henle loop of inner zone of medulla of kidney	UBERON:0003455
Henle loop of inner zone of renal medulla	UBERON:0003455
Henle's gland	UBERON:0013227
Hensen node	UBERON:0003062
Hensen stripe	UBERON:0035806
Hensen's node	UBERON:0003062
Hensen's stripe	UBERON:0035806
Herbst's corpuscle	UBERON:0012448
Hering sinus nerve	UBERON:0009009
Heshl's gyrus	UBERON:0003939
His bundle	UBERON:0002353
His-Purkinje system	UBERON:0004146
His-Purkinji network	UBERON:0004146
Horizontal limb of the diagonal band of Broca	UBERON:0006123
Houston's valve (middle of three)	UBERON:0017626
Hunter's ligament	UBERON:0006589
Huschke's cartilage	UBERON:0007822
Hypoglossal nerve [XII]	UBERON:0001650
Hyrtl's muscle	UBERON:0001999
I-YSL	UBERON:2000712
IAC	UBERON:2002269
ICM	UBERON:2000033
IL	UBERON:4300023
INL	UBERON:0001791
IOC	UBERON:2005054
IPL	UBERON:0001795
IT1	UBERON:0006337
IT2	UBERON:0006337
IZ	UBERON:2001341
Inferior temporal area	UBERON:0013551
Intermediate frontal area	UBERON:0013539
Interthalamic connection	UBERON:0006681
Jacobson's cartilage	UBERON:0007822
Jacobson's organ	UBERON:0002255
Jacobson's organ epithelial tissue	UBERON:0003367
Jacobson's organ epithelium	UBERON:0003367
Jacobson's organ mesenchyme	UBERON:0003421
Jacobson's vein	UBERON:3010519
Jakubowski's organ	UBERON:2002275
KA cell	UBERON:2005240
Kimura membrane	UBERON:0035941
Kobelt's tubules	UBERON:0013249
Koch's node	UBERON:0002351
Koelliker-Fuse nucleus	UBERON:0002869
Kohler's sickle	UBERON:0009888
Kohlrausch's fold (middle of three)	UBERON:0017626
Koller's sickle	UBERON:0009888
Kolloker-Fuse nucleus	UBERON:0002869
Kolmer-Agduhr cell	UBERON:2005240
Krause gland	UBERON:0011186
Krause's gland	UBERON:0011186
Kupffer's vesicle	UBERON:2000001
Kölliker-Fuse nucleus	UBERON:0002869
L1 segment	UBERON:0006448
L1 spinal cord segment	UBERON:0006448
L1 vertebra	UBERON:0004617
L2 spinal cord segment	UBERON:0006450
L2 vertebra	UBERON:0004618
L3 segment	UBERON:0006449
L3 spinal cord segment	UBERON:0006449
L3 vertebra	UBERON:0004619
L4 dorsal root ganglion	UBERON:0003943
L4 segment	UBERON:0006451
L4 spinal cord segment	UBERON:0006451
L4 vertebra	UBERON:0004620
L5 dorsal root ganglion	UBERON:0002859
L5 segment	UBERON:0006447
L5 spinal cord segment	UBERON:0006447
L5 vertebra	UBERON:0004621
LDA	UBERON:2001054
LGN P-cell layer	UBERON:0022319
LLG	UBERON:2000120
LLL	UBERON:2005106
LNTB	UBERON:0016843
LPM	UBERON:0003081
LSON	UBERON:0002779
LVOT	UBERON:0005956
Labial glands	UBERON:0000385
Labial glands set	UBERON:0000385
Lateral orbital area	UBERON:0013541
Layer 4 of piriform cortex	UBERON:0014284
Left ventricular myocardium	UBERON:0006566
Leydig cell region of testis	UBERON:0005212
Leydig's organ	UBERON:0000040
Lieberkuhn crypt	UBERON:0001983
Lieberkuhn gland	UBERON:0001983
Lieberkuhn's gland	UBERON:0001983
Lieberkuhn's glands	UBERON:0001983
Lieutaud ' s trigone mucosa	UBERON:0005009
Lieutaud ' s trigone mucosa of organ	UBERON:0005009
Lieutaud ' s trigone mucous membrane	UBERON:0005009
Lieutaud ' s trigone organ mucosa	UBERON:0005009
Lieutaud ' s trigone submucosa	UBERON:0004944
Lieutaud's trigone	UBERON:0001257
Lieutaud's trigone involuntary muscle	UBERON:0004229
Lieutaud's trigone non-striated muscle	UBERON:0004229
Lieutaud's trigone smooth muscle	UBERON:0004229
Lieutaud's trigone smooth muscle tissue	UBERON:0004229
Littre's gland	UBERON:0010186
Lobulus Biventer	UBERON:0006121
Lumbar arterial tree	UBERON:0006636
Luys' nucleus	UBERON:0001906
M. caudofemoralis	UBERON:0013221
M. caudofemoralis brevis	UBERON:0035082
M. caudofemoralis longus	UBERON:0035081
M. coccygeocutaneus	UBERON:3010758
M. coccygeoiliacus	UBERON:3010748
M. coccygeosacralis	UBERON:3010745
M. coracobrachialis brevis	UBERON:3010731
M. coracobrachialis longus	UBERON:3010729
M. coracoradialis	UBERON:3010725
M. cricothyroideus	UBERON:0001566
M. cruralis	UBERON:3010136
M. dorsalis trunci	UBERON:3010772
M. extensor cruris brevis	UBERON:3010089
M. extensor digitorum communis longus	UBERON:3010447
M. externsor caudae lateralis	UBERON:0035095
M. externsor caudae medialis	UBERON:0035094
M. flexor antibrachii lateralis profundus	UBERON:3010744
M. flexor antibrachii lateralis superficialis	UBERON:3010743
M. flexor antibrachii medialis	UBERON:3010739
M. flexor carpi ulnaris	UBERON:3010734
M. flexor cruris lateralis	UBERON:0017156
M. flexor cruris lateralis pars accessoria	UBERON:0017102
M. gastrocnemius externus	UBERON:0011910
M. gastrocnemius internus	UBERON:0011909
M. gemellus	UBERON:3010049
M. glutaeus magnus	UBERON:3010018
M. gracilis major	UBERON:3010065
M. gracilis minor	UBERON:3010067
M. ileo-femoralis	UBERON:3010074
M. ileo-fibularis	UBERON:3010070
M. iliacus externus	UBERON:3010078
M. iliacus internus	UBERON:3010076
M. ilio-marsupialis	UBERON:0013715
M. iliocaudalis	UBERON:0035097
M. iliolumbaris	UBERON:3010749
M. obturator externus	UBERON:0001368
M. palmaris longus	UBERON:3010737
M. palmaris profundis	UBERON:3010738
M. pectineus	UBERON:0001382
M. pectoralis	UBERON:0001495
M. plantaris longus	UBERON:3010523
M. plantaris profundus	UBERON:3010098
M. puboischiotibialis	UBERON:4200121
M. pulmonum proprius	UBERON:3010082
M. pyriformis	UBERON:3010072
M. quadratus femoris	UBERON:3010047
M. rectus lateralis	UBERON:0001603
M. retractor bulbi	UBERON:0010271
M. retractor lateralis anterior	UBERON:0017099
M. retractor lateralis posterior	UBERON:0017098
M. sartorius	UBERON:3010027
M. semimembranosus	UBERON:3010068
M. semitendinosus	UBERON:3010032
M. sphincter colli profundus	UBERON:0011509
M. sphincter colli superficialis	UBERON:0011508
M. sphincter pupillae	UBERON:0001607
M. spinalis caudalis	UBERON:0035092
M. tarsalis posticus	UBERON:3010097
M. tensor fasciae latae	UBERON:3010022
M. tibialis anticus brevis	UBERON:3010090
M. tibialis anticus longus	UBERON:3010087
M. tibialis posticus	UBERON:3010084
M. ulnocarpalis	UBERON:3010741
M1 posteroloph	UBERON:0018286
MALT	UBERON:0001961
MAO	UBERON:0014287
MCN	UBERON:2002107
MCeV	UBERON:2005010
MHB	UBERON:0003052
MHB neural plate	UBERON:0009615
MLDB complex	UBERON:0013188
MMCtA	UBERON:2005078
MNTB	UBERON:0002833
MP joint	UBERON:0003695
MPLV	UBERON:2005055
MRN	UBERON:0003004
Malpighian body	UBERON:0001249
Malpighian capsule	UBERON:0004641
Malpighian corpuscle	UBERON:0001229
Malpighian tubule	UBERON:0001054
Mandibular head	UBERON:0004658
Mandibular neck	UBERON:0004659
Marshall's gland	UBERON:0011149
Meckel ganglion	UBERON:0003962
Meckel's cartilage	UBERON:0003107
Meckel's cartilage pre-cartilage condensation	UBERON:0006263
Meckel's diverticulum	UBERON:0003705
Meckel's ganglion	UBERON:0003962
Meckels cartilage	UBERON:0003107
Meibomian gland	UBERON:0001818
Meibomian gland acinus	UBERON:0004000
Meissner's corpuscle	UBERON:0012450
Mercier's bar	UBERON:0012303
Merkel nerve ending	UBERON:0012456
Merkel's disc	UBERON:0012456
Merkel's disk	UBERON:0012456
Merkel's receptor	UBERON:0012456
Merkel's tactile disc	UBERON:0012456
Mery's gland	UBERON:0002366
Meyer's loop	UBERON:0035935
Meyer's loop of optic radiation	UBERON:0035935
Meynert's commissure	UBERON:0002697
Meynert's decussation	UBERON:0003009
Meynert's nucleus	UBERON:0010010
Meynert's retroflex bundle	UBERON:0002138
Middle commissure	UBERON:0006681
Middle sacral artery	UBERON:0005464
Moll's gland	UBERON:0013228
Monakow's tract	UBERON:0002714
Montgomery tubercle	UBERON:0011828
Montgomery's gland	UBERON:0011827
Montgomery's tubercle	UBERON:0011828
Morand's foramen	UBERON:0006699
Morgagni foramen	UBERON:0006699
Morison's pouch	UBERON:0006343
MsA	UBERON:0001634
Mucous membrane of bronchus	UBERON:0000410
Mucous membrane of pharynx	UBERON:0000355
Mucous membrane of trachea	UBERON:0000379
Mueller's muscle	UBERON:0010379
Muellerian duct	UBERON:0003890
Muellerian tubercle	UBERON:0016505
Mullerian duct	UBERON:0003890
Mullerian ramus	UBERON:2002044
Mullerian tubercle	UBERON:0016505
Musculus adductos brevis	UBERON:0000368
Méry gland	UBERON:0002366
Müllerian duct	UBERON:0003890
Müllerian ramus	UBERON:2002044
Müllerian tubercle	UBERON:0016505
NA	UBERON:2005085
NALT	UBERON:0012330
NC	UBERON:0002342
NCA	UBERON:2005053
NEB	UBERON:0010002
NEM	UBERON:2001126
NF stage 2 (2-cell)	UBERON:0007232
NF stage 3 (4-cell)	UBERON:0007233
NF stage 4 (8-cell)	UBERON:0007236
NIC	UBERON:0002551
NK cell	UBERON:3010310
NLOT	UBERON:0002893
NV	UBERON:2005093
Nerve tract	UBERON:0001018
Nieuwkoop center	UBERON:2001125
Ninth dorsal vertebra	UBERON:0004633
Nobelian rod	UBERON:3010240
Nuhn's glands	UBERON:0006330
OB mitral cell layer	UBERON:0004186
OM	UBERON:0001715
ONL	UBERON:0001789
ORA	UBERON:2005022
OV	UBERON:2005032
OVLT	UBERON:0002689
Oddi's sphincter	UBERON:0004915
Olfactory nerve [I]	UBERON:0001579
Ongur, Price, and Ferry (2003) area 10l	UBERON:0028437
Ongur, Price, and Ferry (2003) area 10m	UBERON:0028415
Ongur, Price, and Ferry (2003) area 10o	UBERON:0028414
Ongur, Price, and Ferry (2003) area 10p	UBERON:0028412
Ongur, Price, and Ferry (2003) area 10r	UBERON:0028413
Ongur, Price, and Ferry (2003) area 11l	UBERON:0028427
Ongur, Price, and Ferry (2003) area 11m	UBERON:0028416
Ongur, Price, and Ferry (2003) area 13a	UBERON:0028419
Ongur, Price, and Ferry (2003) area 13b	UBERON:0028418
Ongur, Price, and Ferry (2003) area 13l	UBERON:0028429
Ongur, Price, and Ferry (2003) area 13m	UBERON:0028428
Ongur, Price, and Ferry (2003) area 14c	UBERON:0028421
Ongur, Price, and Ferry (2003) area 14r	UBERON:0028420
Ongur, Price, and Ferry (2003) area 24	UBERON:0028422
Ongur, Price, and Ferry (2003) area 25	UBERON:0028423
Ongur, Price, and Ferry (2003) area 32	UBERON:0028424
Ongur, Price, and Ferry (2003) area 47l	UBERON:0028430
Ongur, Price, and Ferry (2003) area 47m	UBERON:0028431
Ongur, Price, and Ferry (2003) area 47r	UBERON:0028432
Ongur, Price, and Ferry (2003) area 47s	UBERON:0028417
Ongur, Price, and Ferry (2003) area 9	UBERON:0028436
Ongur, Price, and Ferry (2003) area AON	UBERON:0028440
Ongur, Price, and Ferry (2003) area G	UBERON:0028425
Ongur, Price, and Ferry (2003) area Iai	UBERON:0028435
Ongur, Price, and Ferry (2003) area Ial	UBERON:0028434
Ongur, Price, and Ferry (2003) area Iam	UBERON:0028433
Ongur, Price, and Ferry (2003) area Iapm	UBERON:0028439
Ongur, Price, and Ferry (2003) area PrCO	UBERON:0028426
Ongur, Price, and Ferry (2003) prefrontal cortical partition scheme region	UBERON:0026777
Onuf's nucleus	UBERON:0022278
P1 area of pallium (Myxiniformes)	UBERON:0014751
P2 area of pallium (Myxiniformes)	UBERON:0014752
P3 area of pallium (Myxiniformes)	UBERON:0014753
P4 area of pallium (Myxiniformes)	UBERON:0014754
P5 area of pallium (Myxiniformes)	UBERON:0014755
PAA	UBERON:0004363
PALS	UBERON:0001960
PAV	UBERON:2005034
PCeV	UBERON:2005027
PDL	UBERON:4300025
PDP	UBERON:0004337
PDT	UBERON:0006743
PGC	UBERON:3010293
PHCB	UBERON:2001052
PHS	UBERON:2005026
PICA	UBERON:2001053
PIJ joint	UBERON:0009767
PIP joint	UBERON:0009767
PLA	UBERON:2005050
PLM	UBERON:2005040
PLPM	UBERON:0009910
PLV	UBERON:2005056
PMA	UBERON:2005088
PMBC	UBERON:2005017
PMCtA	UBERON:2005079
PMsA	UBERON:2001062
PNS - enteric	UBERON:0002005
PNS - parasympathetic	UBERON:0000011
PNS - somatic	UBERON:0000012
PNVP	UBERON:0015189
POC	UBERON:0003936
PPrA	UBERON:2005048
PT2	UBERON:3011120
PT3	UBERON:3010394
PV	UBERON:2005087
PVL	UBERON:4300028
Pacinian corpuscle	UBERON:0003719
Palaeoniscus-type scale	UBERON:4000074
Paraflocculus Dorsalis	UBERON:0006121
Petit sinus	UBERON:0003707
Petit's sinus	UBERON:0003707
Peyer's patch	UBERON:0001211
Peyer's patch T cell area	UBERON:0010387
Peyer's patch epithelium	UBERON:0004693
Peyer's patch follicle	UBERON:0010386
Peyer's patch germinal center	UBERON:0004697
Peyer's patch of large intestine	UBERON:0003453
Peyer's patch of small bowel	UBERON:0003454
Peyer's patch of small intestine	UBERON:0003454
Pirogoff's aponeurosis	UBERON:0001505
Pollex ; Digitus primus [ I ] digit long bone	UBERON:0003620
Pollex ; Digitus primus [ I ] long bone of digit	UBERON:0003620
Pollex ; Digitus primus [ I ] phalanx	UBERON:0003620
Posterior cingulate area	UBERON:0013554
Posterior lacerate foramen	UBERON:0005456
Posterolateral Supplementary Element	UBERON:3010836
Poupart's ligament	UBERON:0006204
PrA	UBERON:2005049
Pre-Bötzinger Complex	UBERON:0006007
Prelimbic area	UBERON:0013560
Preoccipital area	UBERON:0013550
Press, Brewer, Dougherty, Wade and Wandell (2001) Visuotopic area V7	UBERON:0026776
Presubicular area	UBERON:0013558
Proximal segment of free lower limb nerve	UBERON:0004214
Proximal segment of free lower limb skin	UBERON:0004262
Proximal segment of free upper limb nerve	UBERON:0004217
Proximal segment of free upper limb skin	UBERON:0004263
Purkinje cell layer	UBERON:0002979
Purkinje cell layer corpus cerebelli	UBERON:2002240
Purkinje cell layer of cerebellar cortex	UBERON:0002979
Purkinje cell layer valvula cerebelli	UBERON:2002241
RBI	UBERON:2005029
RCB	UBERON:2005014
RES	UBERON:0000363
RGC layer	UBERON:0001792
RLi	UBERON:0013734
ROLE	UBERON:2002175
RVLM	UBERON:0005807
RVOT	UBERON:0005953
Rathke pouch	UBERON:0005356
Rathke's pouch	UBERON:0005356
Rathkes pouch epithelium	UBERON:0005356
Rathkes pouch epithelium	UBERON:0012287
Rathkes pouch invagination	UBERON:0009974
Reichert cartilage	UBERON:0004368
Reichert's cartilage	UBERON:0004368
Reichert's cartilage pre-cartilage condensation	UBERON:0010354
Reichert's membrane	UBERON:0004369
Reissner membrane	UBERON:0002281
Reissner's canal	UBERON:0001855
Reissner's canal epithelial tissue	UBERON:0003243
Reissner's canal epithelium	UBERON:0003243
Reissner's fiber	UBERON:0011357
Reissner's fibre	UBERON:0011357
Reissner's membrane	UBERON:0002281
Reissners canal	UBERON:0001855
Remak's plexus	UBERON:0002439
Right ventricular myocardium	UBERON:0006567
Rivinus' gland	UBERON:0001832
Rivinus' membrane	UBERON:0002364
Rivinus'gland epithelial tissue	UBERON:0003361
Rivinus'gland epithelium	UBERON:0003361
Rivinus'gland mesenchyme	UBERON:0003420
RoV3	UBERON:2005204
Roller's nucleus	UBERON:0002881
Rootlets	UBERON:0000364
Rootlets set	UBERON:0000364
Ruffini nerve ending	UBERON:0012457
Ruffini's corpuscle	UBERON:0012457
S-shaped body	UBERON:0004199
S1 portion of renal tubule	UBERON:0004196
S1 portion of tubule	UBERON:0004196
S1 segment	UBERON:0006460
S1 spinal cord segment	UBERON:0006460
S1 vertebra	UBERON:0004622
S2 portion of renal tubule	UBERON:0004197
S2 portion of tubule	UBERON:0004197
S2 segment	UBERON:0006461
S2 spinal cord segment	UBERON:0006461
S2 vertebra	UBERON:0004623
S3	UBERON:0001290
S3 segment	UBERON:0006462
S3 spinal cord segment	UBERON:0006462
S3 vertebra	UBERON:0004624
S4 segment	UBERON:0006463
S4 spinal cord segment	UBERON:0006463
S4 vertebra	UBERON:0004625
S5 segment	UBERON:0006464
S5 spinal cord segment	UBERON:0006464
SA nodal muscle tissue	UBERON:0002351
SA node	UBERON:0002351
SBA	UBERON:2005089
SCPMB	UBERON:0007707
SCPP	UBERON:0007709
SEZ	UBERON:0004922
SIA	UBERON:2005036
SIV	UBERON:0011944
SNpc	UBERON:0001965
SOT	UBERON:2002244
SSB	UBERON:0004199
SVZ	UBERON:0004922
Santorini's cartilage	UBERON:0001741
Santorini's caruncle	UBERON:0012272
Santorini's duct	UBERON:0005429
Santorini's minor caruncle	UBERON:0012272
Sattler's layer	UBERON:0013399
